Date,ret_1d,ret_5d,ret_20d,ret_60d,ret_1d_lag1,ret_1d_lag2,ret_1d_lag5,dist_ma5,dist_ma20,dist_ma50,dist_ma200,dist_ema10,dist_ema20,dist_ema50,ma5_vs_ma20,ma20_vs_ma50,ma50_vs_ma200,rsi_14,macd_norm,signal_norm,macd_hist_norm,bb_width_20,bb_pos_20,range_pct,close_open_pct,gap_pct,ret_1d_mkt,ret_5d_mkt,ret_20d_mkt,ret_60d_mkt,ret_1d_fr,ret_5d_fr,ret_20d_fr,ret_60d_fr,ret_1d_sec,ret_5d_sec,ret_20d_sec,ret_60d_sec,rel_vs_mkt_5d,rel_vs_sec_5d,rel_vs_fr_5d,rel_vs_mkt_20d,rel_vs_sec_20d,rel_vs_fr_20d,rel_vs_mkt_60d,rel_vs_sec_60d,rel_vs_fr_60d,corr_60d_mkt,vol_20d_avg,euro_vol_20d,vu_vol_20d,mkt_vol_20d,vol_change_1d,vol_zscore_20,stock_above_200dma,market_drawdown_gt20,high_vol_regime,target_up_60,target_up_20,forward_ret_60,forward_ret_20,Close,prob_up_60,is_test,data_source
2015-12-21,-0.003989437091184489,-0.028534393913073552,0.1666665547460211,0.25250830856058304,-0.0066049761802837725,0.0013227552619534677,0.004560211550376447,-0.008997115977784298,0.05174470342771631,0.10424742215958771,0.21285231127201598,0.006174867548182528,0.03575785138975718,0.09057487542982723,0.06129328217387808,0.04991964167802432,0.09835195168491184,66.4329791458554,0.0355182969062519,0.0324255631036752,0.0030927338025766994,0.27060497386162824,0.1912185969433644,0.006008021050610441,-0.00398938961229271,0.0,0.003144422789809198,0.029475103098004496,0.139036413182132,0.2053880010253779,1.612252337812592e-05,0.014099757443544636,0.13876634347265604,0.2531046456210846,-0.002817720060485973,0.022323857143088155,0.19491990715624086,0.4150603957737369,-0.05800949701107805,-0.05085825105616171,-0.04263415135661819,0.0276301415638891,-0.028253352410219756,0.02790021127336506,0.04712030753520513,-0.16255208721315384,-0.0005963370605015506,0.31043245491590554,14943.15,219022.40287780762,0.03386738945100987,0.005542309062053082,-0.556363074068347,-0.6583209161939046,1,0,1,1,1,0.25967964982520875,0.11148199129487524,14.979999542236328,,0,local CSV + synthetic indices
2015-12-22,-0.011348370822169773,-0.0320260521980712,0.1348660126686032,0.24036858091613245,-0.003989437091184489,-0.0066049761802837725,-0.007782124375316446,-0.013849998296731392,0.03342412559858077,0.08793073239353788,0.19782764897322913,-0.004294294234502338,0.0216680870963728,0.07490231808733605,0.04793806602815054,0.05274369491169528,0.1010146264899685,61.796261169042346,0.03333600423984957,0.0329054122839966,0.00043059195585297037,0.2596835816007702,0.12871096968296622,0.027008751329976273,-0.01134840639616269,0.0,0.002774808405391793,0.025073394153496187,0.13862471855280978,0.21071482311474776,-0.0024845731265478177,0.005162416966522754,0.13733049056666702,0.24232005321194583,-0.0024607159768239573,0.006508630118546854,0.19065358164668011,0.4202195476749573,-0.057099446351567384,-0.03853468231661805,-0.03718846916459395,-0.00375870588420657,-0.05578756897807691,-0.0024644778980638105,0.029653757801384684,-0.17985096675882484,-0.0019514722958133834,0.30832443029222356,15230.4,223950.12758593558,0.0340741918517276,0.005554008261567712,3.6702683861972814,-0.1002448630774103,1,0,1,1,1,0.20931792610640287,0.14787290700283773,14.8100004196167,,0,local CSV + synthetic indices
2015-12-23,-0.018906264221422497,-0.03902121686514237,0.1176922948239485,0.18130072650646434,-0.011348370822169773,-0.003989437091184489,-0.011764678625520775,-0.024832275671310633,0.008502471643862197,0.06421932605126424,0.17407967717360773,-0.01899569650903099,0.002127668398727467,0.05232754008978957,0.03418360399296505,0.05524711735865484,0.10323093034776498,54.988574086530484,0.029985633293887825,0.03282874209693628,-0.0028431088030484563,0.24412137695865746,0.03482886976056261,0.028905718101349263,-0.018906190324926037,0.0,0.003410357099961736,0.01936362576652928,0.14311953435952707,0.21694040459953978,-0.006571899107352119,-0.007137581633741674,0.1351891030810204,0.2265815449499886,-0.0076323770896519205,-0.009573940538437187,0.1833591007679265,0.40022295277234177,-0.05838484263167165,-0.029447276326705185,-0.0318836352314007,-0.025427239535578572,-0.065666805943978,-0.017496808257071894,-0.035639678093075444,-0.21892222626587743,-0.04528081844352427,0.334045013897823,15617.1,230658.54429249762,0.03446731827014878,0.005366554159153141,0.6402716620643332,0.34709593632757135,1,0,1,1,1,0.25258097390225576,0.22505164057736193,14.529999732971191,,0,local CSV + synthetic indices
2015-12-24,-0.0020646340640025906,-0.04227212598046526,0.11710329488548643,0.17408903898969919,-0.018906264221422497,-0.011348370822169773,0.0013227552619534677,-0.018413216998870774,0.001139240721097723,0.05908992573153804,0.17076164313078945,-0.017265078634687292,5.30562790843625e-05,0.04809341829857594,0.019919234914908213,0.057884740357095454,0.1054412044587405,54.29840263627912,0.02640549110917611,0.031598427553997006,-0.005192936444820895,0.22537124146249463,0.005054951615409474,0.002758683829471983,-0.0013774419513174236,-0.0006881813758626142,-0.0007323500521451143,0.013379295840525884,0.14513198936695737,0.22195077917493333,-0.004820808344342842,-0.015257927856067055,0.13163446470468365,0.21847928793237648,-0.006420431764719514,-0.01789931604386119,0.1736001995563643,0.3773853298509857,-0.05565142182099114,-0.024372809936604067,-0.027014198124398203,-0.02802869448147094,-0.05649690467087787,-0.01453116981919722,-0.04786174018523415,-0.20329629086128653,-0.04439024894267729,0.3451479773511289,15741.6,232579.6943274021,0.034473360787542776,0.0052276616187987715,-0.8173173173173174,-0.6429710789722917,1,0,1,1,1,0.25517244568982433,0.25862073180441025,14.5,,0,local CSV + synthetic indices
2015-12-28,0.0006896572229173614,-0.03523940126020575,0.1161539023324536,0.17299924944432488,-0.0020646340640025906,-0.018906264221422497,-0.0066049761802837725,-0.010636839619790672,-0.0033656027826178825,0.05713329749494722,0.170713607485536,-0.013612504157741623,0.0006719644550943205,0.04681226535992877,0.007349411346970314,0.060703203146990514,0.10744180536147718,54.50339647415852,0.023289967589615063,0.029919313909052447,-0.006629346319437384,0.20379631766223,-0.016514541681739506,0.008270150493879847,-0.00274913823564748,0.0034482890161974676,0.0011565757452300929,0.00978587079080162,0.1436465352212981,0.22038654980021288,0.0018861618659822277,-0.011941341604402078,0.1291079376283808,0.21131948073191897,-0.0036116876689342714,-0.022743824925857137,0.16047896234279513,0.36598559171188105,-0.04502527205100737,-0.012495576334348613,-0.02329805965580367,-0.027492632888844515,-0.04432506001034153,-0.012954035295927202,-0.04738730035588801,-0.19298634226755618,-0.0383202312875941,0.3452321972105813,17500.8,258128.33673348426,0.034479490907694935,0.005289154976753077,7.8378580323785805,0.9794603749789522,1,0,1,1,1,0.26809104200173617,0.29979327843603376,14.510000228881836,,0,local CSV + synthetic indices
2015-12-29,0.0013782978210084007,-0.030040079746345705,0.1176922948239485,0.16800639638569081,0.0006896572229173614,-0.0020646340640025906,-0.003989437091184489,-0.0031559215209472358,-0.007208547581675218,0.056082054239239065,0.17147181109863485,-0.010047540015911793,0.0018554746935808275,0.046275159085741535,-0.004065456321826533,0.06375014779463073,0.10926211310589684,54.93871472594785,0.020679322880127974,0.028038370930842074,-0.0073590480507140996,0.17773114027627004,-0.040558720157143395,0.024088054661226186,0.0013783255529897854,0.0,-0.006730413786106504,-0.0001543434238142627,0.13536288713431044,0.21256428034623864,-0.0012457729657495697,-0.013188148266755406,0.12904291466897488,0.20249618197500752,-0.00032211588383845857,-0.020298088934321612,0.15784195876598073,0.3517730497416691,-0.029885736322531442,-0.009741990812024093,-0.0168519314795903,-0.017670592310361943,-0.04014966394203223,-0.011350619845026388,-0.04455788396054783,-0.1837666533559783,-0.0344897855893167,0.33857892498057174,18791.7,277350.30980758666,0.034468685726510226,0.00591484085632523,-0.10103145079472442,0.7115975030355989,1,0,1,1,1,0.29318660868574486,0.2801101753564206,14.529999732971191,,0,local CSV + synthetic indices
2015-12-30,-0.0013764007308801895,-0.020256642356410115,0.12046338993024364,0.16546188224931968,0.0013782978210084007,0.0006896572229173614,-0.011348370822169773,-0.0004133118463620633,-0.013830824782715356,0.05212020933994532,0.16905352345972968,-0.00935495307819012,0.00043111765529069146,0.04300122096707537,-0.013423060846415535,0.0668759841414932,0.11114064066229012,54.37839109672679,0.01833884277649909,0.026129381480420363,-0.007790538703921276,0.1427047850644635,-0.09691913818073851,0.010337671686021116,-0.0013764283865727116,0.0,-0.0007768535680998667,-0.003695630827582841,0.13054447469929809,0.210756079281192,0.007901052908892536,-0.002913962441314588,0.1434674602958026,0.1991717045907846,-0.0033858712729433194,-0.021206701182638454,0.1529037425716102,0.3343708661355227,-0.016561011528827274,0.0009500588262283394,-0.017342679915095527,-0.01008108476905445,-0.03244035264136658,-0.02300407036555896,-0.04529419703187232,-0.168908983886203,-0.03370982234146491,0.33925735875060353,19781.5,291835.86006736755,0.034437137655306094,0.006089604178629945,-0.3297595535910217,0.08882892605902817,1,0,1,1,1,0.30254987407805056,0.23432112774407532,14.510000228881836,,0,local CSV + synthetic indices
2016-01-04,0.007580935133639999,0.006194099998101166,0.13333328382218146,0.1752411448033253,-0.0013764007308801895,0.0013782978210084007,-0.018906264221422497,0.005917137920922633,-0.012128817856826735,0.057428007630339506,0.17704357885047672,-0.0015100006223527362,0.007246425493357522,0.04881429494790579,-0.017939803486246908,0.07041082556560019,0.11311935219891844,56.977477442577474,0.016751567215187918,0.024096542808288296,-0.007344975593100377,0.08722316316193737,-0.13905501035669274,0.017099863334946924,-0.004087221959766778,0.011716062964324571,-0.0021479389773247926,-0.00921456396173903,0.12919544123978488,0.2084316064143601,0.00047867956269831424,0.0041625774132552085,0.14826203787483094,0.2044786689531768,-0.0001391425138390634,-0.013815964504065081,0.1547760941990166,0.32405874600992024,0.015408663959840196,0.020010064502166247,0.0020315225848459573,0.004137842582396578,-0.021442810376835153,-0.014928754052649484,-0.03319046161103478,-0.14881760120659493,-0.02923752414985148,0.33104878776145324,20310.75,299770.6070374012,0.03435932981721892,0.006164457411052258,-0.3977081384471469,-0.42177421637534196,1,0,1,1,1,0.3132696517960647,0.296169737049903,14.619999885559082,,0,local CSV + synthetic indices
2016-01-05,0.002051989769539464,0.010344792271980596,-0.008795696050343915,0.17860006739427403,0.007580935133639999,-0.0013764007308801895,-0.0020646340640025906,0.005904962561943838,-0.009666756650701047,0.05705955030154275,0.17858116016478331,0.00044086732851500443,0.008418838007172802,0.04887009090610084,-0.015480308570091084,0.06737763010618103,0.11496193362859697,57.685514856199255,0.015556946643076976,0.022349147891486152,-0.0067922012484091755,0.0877028831009595,-0.11022165188769394,0.025938509942754685,0.0013670200911080422,0.0006840101887903346,-0.003077333355364198,-0.011539642037371456,0.11087727929835522,0.2036363429632031,-0.0009438809537635207,0.008074501450263227,0.11845875362442615,0.2026018229785198,0.009163327856010373,0.0016518001745768895,0.11839662702400888,0.3272651720727424,0.021884434309352052,0.008692992097403707,0.002270290821717369,-0.11967297534869914,-0.1271923230743528,-0.12725444967477006,-0.025036275568929067,-0.14866510467846838,-0.024001755584245776,0.32687442701405783,16797.05,247763.35890984535,0.012855413243142242,0.00623860970095416,-0.10677952939349222,-0.4975143029201713,1,0,1,1,1,0.2716722566550156,0.2245735312351389,14.649999618530272,,0,local CSV + synthetic indices
2016-01-06,-0.008191150920268675,0.0013782978210084007,-0.008867693778786379,0.16894597636760889,0.002051989769539464,0.007580935133639999,0.0006896572229173614,-0.0026084779010667747,-0.017346949604961304,0.04609133071707383,0.16811435052137225,-0.006353052274656323,0.00014360807528945863,0.038638052369913245,-0.014777017226774158,0.06455816760201594,0.11664662178268337,53.86672645779462,0.013931267263220366,0.020813233479872698,-0.00688196621665233,0.08879095000484866,-0.19536844243714005,0.030282212122769457,-0.011564631190457392,0.0034129823915914352,-0.0031560532676708775,-0.01579758022718858,0.09665908198856044,0.19459992591612774,-0.0012919646279472285,0.004876744656270748,0.09790197526846578,0.20161424202558997,0.010844523012931706,0.01618437675540574,0.10213857647731062,0.3470610610877669,0.01717587804819698,-0.014806078934397338,-0.0034984468352623477,-0.10552677576734681,-0.111006270256097,-0.10676966904725216,-0.02565394954851885,-0.17811508472015802,-0.03266826565798109,0.33373338047146006,15495.4,228633.24556627273,0.012857596950203767,0.006408409910328061,-0.35898104677447396,-0.8033434037277871,1,0,1,1,1,0.27047477682197885,0.22711634057672891,14.529999732971191,,0,local CSV + synthetic indices
